"TRA_ID","TRA_ELEID","TRA_COLUMN","TRA_LANID","TRA_NAME"
645,60,"CodeListValue.description",4,"OpenLayers"
646,61,"CodeListValue.description",4,"WMTS"
647,62,"CodeListValue.description",4,"__NULL_VALUE__"
648,63,"CodeListValue.description",4,"array"
649,64,"CodeListValue.description",4,"boolean"
650,65,"CodeListValue.description",4,"number"
651,66,"CodeListValue.description",4,"object"
652,67,"CodeListValue.description",4,"string"
653,68,"CodeListValue.description",4,"Ajuntament"
654,69,"CodeListValue.description",4,"Regionau"
655,70,"CodeListValue.description",4,"Totau"
656,71,"CodeListValue.description",4,"Cartografia"
657,72,"CodeListValue.description",4,"Arbre d'edicion"
658,73,"CodeListValue.description",4,"Aplicacion toristica"
659,82,"CodeListValue.description",4,"Lista detalhada"
660,83,"CodeListValue.description",4,"Eveniments"
661,84,"CodeListValue.description",4,"Categories d'eveniments"
662,85,"CodeListValue.description",4,"Ubicacions d'eveniments"
663,86,"CodeListValue.description",4,"Galeria"
664,87,"CodeListValue.description",4,"Cèrca ath mapa"
665,88,"CodeListValue.description",4,"Elements pròps"
666,89,"CodeListValue.description",4,"Lista de rotes"
667,90,"CodeListValue.description",4,"Orari"
668,91,"CodeListValue.description",4,"DNI"
669,92,"CodeListValue.description",4,"NIE"
670,93,"CodeListValue.description",4,"Passport"
671,94,"CodeListValue.description",4,"Punt de contacte"
672,95,"CodeListValue.description",4,"Cartografia"
673,96,"CodeListValue.description",4,"Carpeta"
674,97,"CodeListValue.description",4,"Lista"
675,98,"CodeListValue.description",4,"Menú"
676,99,"CodeListValue.description",4,"Tasca"
677,100,"CodeListValue.description",4,"Favorits"
678,101,"CodeListValue.description",4,"Mapa"
679,102,"CodeListValue.description",4,"A prop mèu"
680,1,"TerritoryType.name",4,"País"
681,2,"TerritoryType.name",4,"Comunitat Autonòma"
682,3,"TerritoryType.name",4,"Ciutat Autonòma"
683,4,"TerritoryType.name",4,"Deputacion"
684,5,"TerritoryType.name",4,"Conselh Insulau (Balears)"
685,6,"TerritoryType.name",4,"Cabildo Insulau (Canàries)"
686,7,"TerritoryType.name",4,"Ajuntament"
687,8,"TerritoryType.name",4,"Comarca"
688,9,"TerritoryType.name",4,"Aira Metropolitana"
689,10,"TerritoryType.name",4,"Mancomunitat"
690,11,"TerritoryType.name",4,"Agropament de Municipis"
691,12,"TerritoryType.name",4,"Entitat d'Ambit Inferior ath Municipi"
692,1,"TaskGroup.name",4,"Basic"
693,1,"Task.name",4,"Atribucion"
694,2,"Task.name",4,"Selector de mapa de basa"
695,3,"Task.name",4,"Clic"
696,4,"Task.name",4,"Coordenades"
697,5,"Task.name",4,"Cargador de dades"
698,6,"Task.name",4,"Descarga"
699,7,"Task.name",4,"Dessenhar, Mesurar e Modificar"
700,8,"Task.name",4,"Informacion d'entitat"
701,9,"Task.name",4,"Pantalla completa"
702,10,"Task.name",4,"Geolocalizacion"
703,11,"Task.name",4,"Catològ de capes"
704,12,"Task.name",4,"Legenda"
705,13,"Task.name",4,"Indicator de carga"
706,14,"Task.name",4,"Mesurar"
707,15,"Task.name",4,"Informacion multipla d'entitats"
708,16,"Task.name",4,"Barra de navegacion"
709,17,"Task.name",4,"Creator de mapes sens connexion"
710,18,"Task.name",4,"Mapa de situacion"
711,19,"Task.name",4,"Finèstra emergenta"
712,20,"Task.name",4,"Imprimir mapa"
713,21,"Task.name",4,"Escala"
714,22,"Task.name",4,"Barra d'escala"
715,23,"Task.name",4,"Selector d'escala"
716,24,"Task.name",4,"Cercar"
717,25,"Task.name",4,"Compartir"
718,26,"Task.name",4,"Vista de carrèr"
719,27,"Task.name",4,"Vista 3D"
720,28,"Task.name",4,"Edicion WFS"
721,29,"Task.name",4,"Consulta WFS"
722,30,"Task.name",4,"Gestionari de capes de trabalh"
